timestamp_utc,model_name,seed,quantization,dtype,GPU_NAME,batch_target_prompt_sz,batch_filler_token_length,batch_filler_tk_sz_mode,batch_size,question_index,run_index,target_index_in_batch,frozen_batch,batch_random_state,target_prompt_length,target_answer,processed_response,argmax_option_from_logits,logit_A,logit_B,batch_lengths,unique_batch_lengths,repeated_prompts_in_batch,batch_hash,raw_vocab_logits_file,prob_A,prob_B,rank_A,rank_B,best_choice_from_logits,best_choice_logit,best_choice_rank,second_choice_from_logits,second_choice_logit,choice_margin_top1_top2,choice_entropy,global_max_token_id,global_max_token_repr,global_max_token_logit,global_max_token_is_choice,global_min_token_id,global_min_token_repr,global_min_token_logit,global_min_token_is_choice,gap_global_best_minus_best_choice,logits_mean,logits_std,logits_l2_norm,top1_token_id,top1_token_repr,top1_token_logit,top1_is_choice,top2_token_id,top2_token_repr,top2_token_logit,top2_is_choice,top3_token_id,top3_token_repr,top3_token_logit,top3_is_choice,top4_token_id,top4_token_repr,top4_token_logit,top4_is_choice,top5_token_id,top5_token_repr,top5_token_logit,top5_is_choice,top6_token_id,top6_token_repr,top6_token_logit,top6_is_choice,top7_token_id,top7_token_repr,top7_token_logit,top7_is_choice,top8_token_id,top8_token_repr,top8_token_logit,top8_is_choice,top9_token_id,top9_token_repr,top9_token_logit,top9_is_choice,top10_token_id,top10_token_repr,top10_token_logit,top10_is_choice,bottom1_token_id,bottom1_token_repr,bottom1_token_logit,bottom1_is_choice,bottom2_token_id,bottom2_token_repr,bottom2_token_logit,bottom2_is_choice,bottom3_token_id,bottom3_token_repr,bottom3_token_logit,bottom3_is_choice
2026-06-28T10:12:14.600926,Llama-3.1-8B-Instruct,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,50,51,LARGER_1,1,0,0,0,True,383329927,50,A,B,B,10.87500,11.18750,[50],1,0,46872bc18b1f29fab0603a55d7fa5d3fdf10ffdd88ef047c6d1984382fccf076,,0.42250,0.57750,8,5,B,11.18750,5,A,10.87500,0.31250,0.68109,16533,'Answer',13.68750,False,99292,'ConfigurationException',-10.31250,False,2.50000,-1.10234,2.13080,859.16797,16533,'Answer',13.68750,False,40,'I',11.31250,False,7,'(',11.25000,False,58,'[',11.25000,False,33,'B',11.18750,True,49462,'Tweet',11.12500,False,791,'The',11.12500,False,32,'A',10.87500,True,21509,'Reply',10.81250,False,37942,'Solution',10.37500,False,99292,'ConfigurationException',-10.31250,False,82648,'ufig',-10.06250,False,38601,'ucus',-10.00000,False
2026-06-28T10:12:14.699914,Llama-3.1-8B-Instruct,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,50,51,LARGER_1,1,0,1,0,True,383329927,50,A,B,B,10.87500,11.18750,[50],1,0,46872bc18b1f29fab0603a55d7fa5d3fdf10ffdd88ef047c6d1984382fccf076,,0.42250,0.57750,8,5,B,11.18750,5,A,10.87500,0.31250,0.68109,16533,'Answer',13.68750,False,99292,'ConfigurationException',-10.31250,False,2.50000,-1.10234,2.13080,859.16797,16533,'Answer',13.68750,False,40,'I',11.31250,False,7,'(',11.25000,False,58,'[',11.25000,False,33,'B',11.18750,True,49462,'Tweet',11.12500,False,791,'The',11.12500,False,32,'A',10.87500,True,21509,'Reply',10.81250,False,37942,'Solution',10.37500,False,99292,'ConfigurationException',-10.31250,False,82648,'ufig',-10.06250,False,38601,'ucus',-10.00000,False
2026-06-28T10:12:14.787807,Llama-3.1-8B-Instruct,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,50,51,LARGER_1,1,0,2,0,True,383329927,50,A,B,B,10.87500,11.18750,[50],1,0,46872bc18b1f29fab0603a55d7fa5d3fdf10ffdd88ef047c6d1984382fccf076,,0.42250,0.57750,8,5,B,11.18750,5,A,10.87500,0.31250,0.68109,16533,'Answer',13.68750,False,99292,'ConfigurationException',-10.31250,False,2.50000,-1.10234,2.13080,859.16797,16533,'Answer',13.68750,False,40,'I',11.31250,False,7,'(',11.25000,False,58,'[',11.25000,False,33,'B',11.18750,True,49462,'Tweet',11.12500,False,791,'The',11.12500,False,32,'A',10.87500,True,21509,'Reply',10.81250,False,37942,'Solution',10.37500,False,99292,'ConfigurationException',-10.31250,False,82648,'ufig',-10.06250,False,38601,'ucus',-10.00000,False
2026-06-28T10:12:14.907952,Llama-3.1-8B-Instruct,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,50,51,LARGER_1,1,0,3,0,True,383329927,50,A,B,B,10.87500,11.18750,[50],1,0,46872bc18b1f29fab0603a55d7fa5d3fdf10ffdd88ef047c6d1984382fccf076,,0.42250,0.57750,8,5,B,11.18750,5,A,10.87500,0.31250,0.68109,16533,'Answer',13.68750,False,99292,'ConfigurationException',-10.31250,False,2.50000,-1.10234,2.13080,859.16797,16533,'Answer',13.68750,False,40,'I',11.31250,False,7,'(',11.25000,False,58,'[',11.25000,False,33,'B',11.18750,True,49462,'Tweet',11.12500,False,791,'The',11.12500,False,32,'A',10.87500,True,21509,'Reply',10.81250,False,37942,'Solution',10.37500,False,99292,'ConfigurationException',-10.31250,False,82648,'ufig',-10.06250,False,38601,'ucus',-10.00000,False
2026-06-28T10:12:14.998719,Llama-3.1-8B-Instruct,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,50,51,LARGER_1,1,0,4,0,True,383329927,50,A,B,B,10.87500,11.18750,[50],1,0,46872bc18b1f29fab0603a55d7fa5d3fdf10ffdd88ef047c6d1984382fccf076,,0.42250,0.57750,8,5,B,11.18750,5,A,10.87500,0.31250,0.68109,16533,'Answer',13.68750,False,99292,'ConfigurationException',-10.31250,False,2.50000,-1.10234,2.13080,859.16797,16533,'Answer',13.68750,False,40,'I',11.31250,False,7,'(',11.25000,False,58,'[',11.25000,False,33,'B',11.18750,True,49462,'Tweet',11.12500,False,791,'The',11.12500,False,32,'A',10.87500,True,21509,'Reply',10.81250,False,37942,'Solution',10.37500,False,99292,'ConfigurationException',-10.31250,False,82648,'ufig',-10.06250,False,38601,'ucus',-10.00000,False
2026-06-28T10:12:15.065519,Llama-3.1-8B-Instruct,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,50,51,LARGER_1,1,0,5,0,True,383329927,50,A,B,B,10.87500,11.18750,[50],1,0,46872bc18b1f29fab0603a55d7fa5d3fdf10ffdd88ef047c6d1984382fccf076,,0.42250,0.57750,8,5,B,11.18750,5,A,10.87500,0.31250,0.68109,16533,'Answer',13.68750,False,99292,'ConfigurationException',-10.31250,False,2.50000,-1.10234,2.13080,859.16797,16533,'Answer',13.68750,False,40,'I',11.31250,False,7,'(',11.25000,False,58,'[',11.25000,False,33,'B',11.18750,True,49462,'Tweet',11.12500,False,791,'The',11.12500,False,32,'A',10.87500,True,21509,'Reply',10.81250,False,37942,'Solution',10.37500,False,99292,'ConfigurationException',-10.31250,False,82648,'ufig',-10.06250,False,38601,'ucus',-10.00000,False
2026-06-28T10:12:15.115281,Llama-3.1-8B-Instruct,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,50,51,LARGER_1,1,0,6,0,True,383329927,50,A,B,B,10.87500,11.18750,[50],1,0,46872bc18b1f29fab0603a55d7fa5d3fdf10ffdd88ef047c6d1984382fccf076,,0.42250,0.57750,8,5,B,11.18750,5,A,10.87500,0.31250,0.68109,16533,'Answer',13.68750,False,99292,'ConfigurationException',-10.31250,False,2.50000,-1.10234,2.13080,859.16797,16533,'Answer',13.68750,False,40,'I',11.31250,False,7,'(',11.25000,False,58,'[',11.25000,False,33,'B',11.18750,True,49462,'Tweet',11.12500,False,791,'The',11.12500,False,32,'A',10.87500,True,21509,'Reply',10.81250,False,37942,'Solution',10.37500,False,99292,'ConfigurationException',-10.31250,False,82648,'ufig',-10.06250,False,38601,'ucus',-10.00000,False
2026-06-28T10:12:15.161805,Llama-3.1-8B-Instruct,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,50,51,LARGER_1,1,0,7,0,True,383329927,50,A,B,B,10.87500,11.18750,[50],1,0,46872bc18b1f29fab0603a55d7fa5d3fdf10ffdd88ef047c6d1984382fccf076,,0.42250,0.57750,8,5,B,11.18750,5,A,10.87500,0.31250,0.68109,16533,'Answer',13.68750,False,99292,'ConfigurationException',-10.31250,False,2.50000,-1.10234,2.13080,859.16797,16533,'Answer',13.68750,False,40,'I',11.31250,False,7,'(',11.25000,False,58,'[',11.25000,False,33,'B',11.18750,True,49462,'Tweet',11.12500,False,791,'The',11.12500,False,32,'A',10.87500,True,21509,'Reply',10.81250,False,37942,'Solution',10.37500,False,99292,'ConfigurationException',-10.31250,False,82648,'ufig',-10.06250,False,38601,'ucus',-10.00000,False
2026-06-28T10:12:15.208257,Llama-3.1-8B-Instruct,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,50,51,LARGER_1,1,0,8,0,True,383329927,50,A,B,B,10.87500,11.18750,[50],1,0,46872bc18b1f29fab0603a55d7fa5d3fdf10ffdd88ef047c6d1984382fccf076,,0.42250,0.57750,8,5,B,11.18750,5,A,10.87500,0.31250,0.68109,16533,'Answer',13.68750,False,99292,'ConfigurationException',-10.31250,False,2.50000,-1.10234,2.13080,859.16797,16533,'Answer',13.68750,False,40,'I',11.31250,False,7,'(',11.25000,False,58,'[',11.25000,False,33,'B',11.18750,True,49462,'Tweet',11.12500,False,791,'The',11.12500,False,32,'A',10.87500,True,21509,'Reply',10.81250,False,37942,'Solution',10.37500,False,99292,'ConfigurationException',-10.31250,False,82648,'ufig',-10.06250,False,38601,'ucus',-10.00000,False
2026-06-28T10:12:15.255670,Llama-3.1-8B-Instruct,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,50,51,LARGER_1,1,0,9,0,True,383329927,50,A,B,B,10.87500,11.18750,[50],1,0,46872bc18b1f29fab0603a55d7fa5d3fdf10ffdd88ef047c6d1984382fccf076,,0.42250,0.57750,8,5,B,11.18750,5,A,10.87500,0.31250,0.68109,16533,'Answer',13.68750,False,99292,'ConfigurationException',-10.31250,False,2.50000,-1.10234,2.13080,859.16797,16533,'Answer',13.68750,False,40,'I',11.31250,False,7,'(',11.25000,False,58,'[',11.25000,False,33,'B',11.18750,True,49462,'Tweet',11.12500,False,791,'The',11.12500,False,32,'A',10.87500,True,21509,'Reply',10.81250,False,37942,'Solution',10.37500,False,99292,'ConfigurationException',-10.31250,False,82648,'ufig',-10.06250,False,38601,'ucus',-10.00000,False
