timestamp_utc,model_name,seed,quantization,dtype,GPU_NAME,batch_target_prompt_sz,batch_filler_token_length,batch_filler_tk_sz_mode,batch_size,question_index,run_index,target_index_in_batch,frozen_batch,batch_random_state,target_prompt_length,target_answer,processed_response,argmax_option_from_logits,logit_A,logit_B,logit_C,logit_D,logit_E,batch_lengths,unique_batch_lengths,repeated_prompts_in_batch,batch_hash,raw_vocab_logits_file,prob_A,prob_B,prob_C,prob_D,prob_E,rank_A,rank_B,rank_C,rank_D,rank_E,best_choice_from_logits,best_choice_logit,best_choice_rank,second_choice_from_logits,second_choice_logit,choice_margin_top1_top2,choice_entropy,global_max_token_id,global_max_token_repr,global_max_token_logit,global_max_token_is_choice,global_min_token_id,global_min_token_repr,global_min_token_logit,global_min_token_is_choice,gap_global_best_minus_best_choice,logits_mean,logits_std,logits_l2_norm,top1_token_id,top1_token_repr,top1_token_logit,top1_is_choice,top2_token_id,top2_token_repr,top2_token_logit,top2_is_choice,top3_token_id,top3_token_repr,top3_token_logit,top3_is_choice,top4_token_id,top4_token_repr,top4_token_logit,top4_is_choice,top5_token_id,top5_token_repr,top5_token_logit,top5_is_choice,top6_token_id,top6_token_repr,top6_token_logit,top6_is_choice,top7_token_id,top7_token_repr,top7_token_logit,top7_is_choice,top8_token_id,top8_token_repr,top8_token_logit,top8_is_choice,top9_token_id,top9_token_repr,top9_token_logit,top9_is_choice,top10_token_id,top10_token_repr,top10_token_logit,top10_is_choice,bottom1_token_id,bottom1_token_repr,bottom1_token_logit,bottom1_is_choice,bottom2_token_id,bottom2_token_repr,bottom2_token_logit,bottom2_is_choice,bottom3_token_id,bottom3_token_repr,bottom3_token_logit,bottom3_is_choice
2026-06-26T23:48:30.196099,glm-4-9b-chat-hf,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,68,69,LARGER_1,1,0,0,0,True,383329927,68,E,B,B,14.06250,18.00000,11.68750,12.56250,16.50000,[68],1,0,26342197ed52a8683ce3b221ea88a027fe4b876e20638ddc1ed940ea2c07853c,,0.01561,0.80077,0.00145,0.00348,0.17868,3,1,5,4,2,B,18.00000,1,E,16.50000,1.50000,0.57978,33,'B',18.00000,True,58310,'��',-11.00000,False,0.00000,-1.62830,1.30624,812.65808,33,'B',18.00000,True,36,'E',16.50000,True,32,'A',14.06250,True,35,'D',12.56250,True,34,'C',11.68750,True,785,'The',11.18750,False,37,'F',9.12500,False,38,'G',8.56250,False,425,' B',8.50000,False,40,'I',8.50000,False,146200,'صلاح',-11.00000,False,58310,'��',-11.00000,False,133134,'знаком',-10.93750,False
2026-06-26T23:48:30.293097,glm-4-9b-chat-hf,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,68,69,LARGER_1,1,0,1,0,True,383329927,68,E,B,B,14.06250,18.00000,11.68750,12.56250,16.50000,[68],1,0,26342197ed52a8683ce3b221ea88a027fe4b876e20638ddc1ed940ea2c07853c,,0.01561,0.80077,0.00145,0.00348,0.17868,3,1,5,4,2,B,18.00000,1,E,16.50000,1.50000,0.57978,33,'B',18.00000,True,58310,'��',-11.00000,False,0.00000,-1.62830,1.30624,812.65808,33,'B',18.00000,True,36,'E',16.50000,True,32,'A',14.06250,True,35,'D',12.56250,True,34,'C',11.68750,True,785,'The',11.18750,False,37,'F',9.12500,False,38,'G',8.56250,False,425,' B',8.50000,False,40,'I',8.50000,False,146200,'صلاح',-11.00000,False,58310,'��',-11.00000,False,133134,'знаком',-10.93750,False
2026-06-26T23:48:30.451233,glm-4-9b-chat-hf,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,68,69,LARGER_1,1,0,2,0,True,383329927,68,E,B,B,14.06250,18.00000,11.68750,12.56250,16.50000,[68],1,0,26342197ed52a8683ce3b221ea88a027fe4b876e20638ddc1ed940ea2c07853c,,0.01561,0.80077,0.00145,0.00348,0.17868,3,1,5,4,2,B,18.00000,1,E,16.50000,1.50000,0.57978,33,'B',18.00000,True,58310,'��',-11.00000,False,0.00000,-1.62830,1.30624,812.65808,33,'B',18.00000,True,36,'E',16.50000,True,32,'A',14.06250,True,35,'D',12.56250,True,34,'C',11.68750,True,785,'The',11.18750,False,37,'F',9.12500,False,38,'G',8.56250,False,425,' B',8.50000,False,40,'I',8.50000,False,146200,'صلاح',-11.00000,False,58310,'��',-11.00000,False,133134,'знаком',-10.93750,False
2026-06-26T23:48:30.540618,glm-4-9b-chat-hf,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,68,69,LARGER_1,1,0,3,0,True,383329927,68,E,B,B,14.06250,18.00000,11.68750,12.56250,16.50000,[68],1,0,26342197ed52a8683ce3b221ea88a027fe4b876e20638ddc1ed940ea2c07853c,,0.01561,0.80077,0.00145,0.00348,0.17868,3,1,5,4,2,B,18.00000,1,E,16.50000,1.50000,0.57978,33,'B',18.00000,True,58310,'��',-11.00000,False,0.00000,-1.62830,1.30624,812.65808,33,'B',18.00000,True,36,'E',16.50000,True,32,'A',14.06250,True,35,'D',12.56250,True,34,'C',11.68750,True,785,'The',11.18750,False,37,'F',9.12500,False,38,'G',8.56250,False,425,' B',8.50000,False,40,'I',8.50000,False,146200,'صلاح',-11.00000,False,58310,'��',-11.00000,False,133134,'знаком',-10.93750,False
2026-06-26T23:48:30.630789,glm-4-9b-chat-hf,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,68,69,LARGER_1,1,0,4,0,True,383329927,68,E,B,B,14.06250,18.00000,11.68750,12.56250,16.50000,[68],1,0,26342197ed52a8683ce3b221ea88a027fe4b876e20638ddc1ed940ea2c07853c,,0.01561,0.80077,0.00145,0.00348,0.17868,3,1,5,4,2,B,18.00000,1,E,16.50000,1.50000,0.57978,33,'B',18.00000,True,58310,'��',-11.00000,False,0.00000,-1.62830,1.30624,812.65808,33,'B',18.00000,True,36,'E',16.50000,True,32,'A',14.06250,True,35,'D',12.56250,True,34,'C',11.68750,True,785,'The',11.18750,False,37,'F',9.12500,False,38,'G',8.56250,False,425,' B',8.50000,False,40,'I',8.50000,False,146200,'صلاح',-11.00000,False,58310,'��',-11.00000,False,133134,'знаком',-10.93750,False
2026-06-26T23:48:30.720442,glm-4-9b-chat-hf,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,68,69,LARGER_1,1,0,5,0,True,383329927,68,E,B,B,14.06250,18.00000,11.68750,12.56250,16.50000,[68],1,0,26342197ed52a8683ce3b221ea88a027fe4b876e20638ddc1ed940ea2c07853c,,0.01561,0.80077,0.00145,0.00348,0.17868,3,1,5,4,2,B,18.00000,1,E,16.50000,1.50000,0.57978,33,'B',18.00000,True,58310,'��',-11.00000,False,0.00000,-1.62830,1.30624,812.65808,33,'B',18.00000,True,36,'E',16.50000,True,32,'A',14.06250,True,35,'D',12.56250,True,34,'C',11.68750,True,785,'The',11.18750,False,37,'F',9.12500,False,38,'G',8.56250,False,425,' B',8.50000,False,40,'I',8.50000,False,146200,'صلاح',-11.00000,False,58310,'��',-11.00000,False,133134,'знаком',-10.93750,False
2026-06-26T23:48:30.813613,glm-4-9b-chat-hf,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,68,69,LARGER_1,1,0,6,0,True,383329927,68,E,B,B,14.06250,18.00000,11.68750,12.56250,16.50000,[68],1,0,26342197ed52a8683ce3b221ea88a027fe4b876e20638ddc1ed940ea2c07853c,,0.01561,0.80077,0.00145,0.00348,0.17868,3,1,5,4,2,B,18.00000,1,E,16.50000,1.50000,0.57978,33,'B',18.00000,True,58310,'��',-11.00000,False,0.00000,-1.62830,1.30624,812.65808,33,'B',18.00000,True,36,'E',16.50000,True,32,'A',14.06250,True,35,'D',12.56250,True,34,'C',11.68750,True,785,'The',11.18750,False,37,'F',9.12500,False,38,'G',8.56250,False,425,' B',8.50000,False,40,'I',8.50000,False,146200,'صلاح',-11.00000,False,58310,'��',-11.00000,False,133134,'знаком',-10.93750,False
2026-06-26T23:48:30.912989,glm-4-9b-chat-hf,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,68,69,LARGER_1,1,0,7,0,True,383329927,68,E,B,B,14.06250,18.00000,11.68750,12.56250,16.50000,[68],1,0,26342197ed52a8683ce3b221ea88a027fe4b876e20638ddc1ed940ea2c07853c,,0.01561,0.80077,0.00145,0.00348,0.17868,3,1,5,4,2,B,18.00000,1,E,16.50000,1.50000,0.57978,33,'B',18.00000,True,58310,'��',-11.00000,False,0.00000,-1.62830,1.30624,812.65808,33,'B',18.00000,True,36,'E',16.50000,True,32,'A',14.06250,True,35,'D',12.56250,True,34,'C',11.68750,True,785,'The',11.18750,False,37,'F',9.12500,False,38,'G',8.56250,False,425,' B',8.50000,False,40,'I',8.50000,False,146200,'صلاح',-11.00000,False,58310,'��',-11.00000,False,133134,'знаком',-10.93750,False
2026-06-26T23:48:31.075231,glm-4-9b-chat-hf,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,68,69,LARGER_1,1,0,8,0,True,383329927,68,E,B,B,14.06250,18.00000,11.68750,12.56250,16.50000,[68],1,0,26342197ed52a8683ce3b221ea88a027fe4b876e20638ddc1ed940ea2c07853c,,0.01561,0.80077,0.00145,0.00348,0.17868,3,1,5,4,2,B,18.00000,1,E,16.50000,1.50000,0.57978,33,'B',18.00000,True,58310,'��',-11.00000,False,0.00000,-1.62830,1.30624,812.65808,33,'B',18.00000,True,36,'E',16.50000,True,32,'A',14.06250,True,35,'D',12.56250,True,34,'C',11.68750,True,785,'The',11.18750,False,37,'F',9.12500,False,38,'G',8.56250,False,425,' B',8.50000,False,40,'I',8.50000,False,146200,'صلاح',-11.00000,False,58310,'��',-11.00000,False,133134,'знаком',-10.93750,False
2026-06-26T23:48:31.204131,glm-4-9b-chat-hf,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,68,69,LARGER_1,1,0,9,0,True,383329927,68,E,B,B,14.06250,18.00000,11.68750,12.56250,16.50000,[68],1,0,26342197ed52a8683ce3b221ea88a027fe4b876e20638ddc1ed940ea2c07853c,,0.01561,0.80077,0.00145,0.00348,0.17868,3,1,5,4,2,B,18.00000,1,E,16.50000,1.50000,0.57978,33,'B',18.00000,True,58310,'��',-11.00000,False,0.00000,-1.62830,1.30624,812.65808,33,'B',18.00000,True,36,'E',16.50000,True,32,'A',14.06250,True,35,'D',12.56250,True,34,'C',11.68750,True,785,'The',11.18750,False,37,'F',9.12500,False,38,'G',8.56250,False,425,' B',8.50000,False,40,'I',8.50000,False,146200,'صلاح',-11.00000,False,58310,'��',-11.00000,False,133134,'знаком',-10.93750,False
