timestamp_utc,model_name,seed,quantization,dtype,GPU_NAME,batch_target_prompt_sz,batch_filler_token_length,batch_filler_tk_sz_mode,batch_size,question_index,run_index,target_index_in_batch,frozen_batch,batch_random_state,target_prompt_length,target_answer,processed_response,argmax_option_from_logits,logit_A,logit_B,logit_C,logit_D,batch_lengths,unique_batch_lengths,repeated_prompts_in_batch,batch_hash,raw_vocab_logits_file,prob_A,prob_B,prob_C,prob_D,rank_A,rank_B,rank_C,rank_D,best_choice_from_logits,best_choice_logit,best_choice_rank,second_choice_from_logits,second_choice_logit,choice_margin_top1_top2,choice_entropy,global_max_token_id,global_max_token_repr,global_max_token_logit,global_max_token_is_choice,global_min_token_id,global_min_token_repr,global_min_token_logit,global_min_token_is_choice,gap_global_best_minus_best_choice,logits_mean,logits_std,logits_l2_norm,top1_token_id,top1_token_repr,top1_token_logit,top1_is_choice,top2_token_id,top2_token_repr,top2_token_logit,top2_is_choice,top3_token_id,top3_token_repr,top3_token_logit,top3_is_choice,top4_token_id,top4_token_repr,top4_token_logit,top4_is_choice,top5_token_id,top5_token_repr,top5_token_logit,top5_is_choice,top6_token_id,top6_token_repr,top6_token_logit,top6_is_choice,top7_token_id,top7_token_repr,top7_token_logit,top7_is_choice,top8_token_id,top8_token_repr,top8_token_logit,top8_is_choice,top9_token_id,top9_token_repr,top9_token_logit,top9_is_choice,top10_token_id,top10_token_repr,top10_token_logit,top10_is_choice,bottom1_token_id,bottom1_token_repr,bottom1_token_logit,bottom1_is_choice,bottom2_token_id,bottom2_token_repr,bottom2_token_logit,bottom2_is_choice,bottom3_token_id,bottom3_token_repr,bottom3_token_logit,bottom3_is_choice
2026-06-25T19:54:47.362345,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,62,104,LARGER_1,1,0,0,0,True,383329927,62,D,D,D,11.31250,11.75000,8.81250,14.62500,[62],1,0,421bc7f091efe2aa862d9eb6efd38c5cb5cc5b722595bbf1e5dc367121a769f6,,0.03324,0.05148,0.00273,0.91255,4,2,7,1,D,14.62500,1,B,11.75000,2.87500,0.36549,35,'D',14.62500,True,151478,'⚗',-23.62500,False,0.00000,-6.48792,2.31764,2686.58350,35,'D',14.62500,True,33,'B',11.75000,True,785,'The',11.62500,False,32,'A',11.31250,True,1249,'To',10.43750,False,16141,'Answer',9.06250,False,34,'C',8.81250,True,8304,'Step',8.62500,False,67,'d',8.56250,False,40,'I',8.37500,False,151478,'⚗',-23.62500,False,137562,'صند',-20.50000,False,147926,'📐',-20.12500,False
2026-06-25T19:54:47.417422,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,62,104,LARGER_1,1,0,1,0,True,383329927,62,D,D,D,11.31250,11.75000,8.81250,14.62500,[62],1,0,421bc7f091efe2aa862d9eb6efd38c5cb5cc5b722595bbf1e5dc367121a769f6,,0.03324,0.05148,0.00273,0.91255,4,2,7,1,D,14.62500,1,B,11.75000,2.87500,0.36549,35,'D',14.62500,True,151478,'⚗',-23.62500,False,0.00000,-6.48792,2.31764,2686.58350,35,'D',14.62500,True,33,'B',11.75000,True,785,'The',11.62500,False,32,'A',11.31250,True,1249,'To',10.43750,False,16141,'Answer',9.06250,False,34,'C',8.81250,True,8304,'Step',8.62500,False,67,'d',8.56250,False,40,'I',8.37500,False,151478,'⚗',-23.62500,False,137562,'صند',-20.50000,False,147926,'📐',-20.12500,False
2026-06-25T19:54:47.470832,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,62,104,LARGER_1,1,0,2,0,True,383329927,62,D,D,D,11.31250,11.75000,8.81250,14.62500,[62],1,0,421bc7f091efe2aa862d9eb6efd38c5cb5cc5b722595bbf1e5dc367121a769f6,,0.03324,0.05148,0.00273,0.91255,4,2,7,1,D,14.62500,1,B,11.75000,2.87500,0.36549,35,'D',14.62500,True,151478,'⚗',-23.62500,False,0.00000,-6.48792,2.31764,2686.58350,35,'D',14.62500,True,33,'B',11.75000,True,785,'The',11.62500,False,32,'A',11.31250,True,1249,'To',10.43750,False,16141,'Answer',9.06250,False,34,'C',8.81250,True,8304,'Step',8.62500,False,67,'d',8.56250,False,40,'I',8.37500,False,151478,'⚗',-23.62500,False,137562,'صند',-20.50000,False,147926,'📐',-20.12500,False
2026-06-25T19:54:47.526762,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,62,104,LARGER_1,1,0,3,0,True,383329927,62,D,D,D,11.31250,11.75000,8.81250,14.62500,[62],1,0,421bc7f091efe2aa862d9eb6efd38c5cb5cc5b722595bbf1e5dc367121a769f6,,0.03324,0.05148,0.00273,0.91255,4,2,7,1,D,14.62500,1,B,11.75000,2.87500,0.36549,35,'D',14.62500,True,151478,'⚗',-23.62500,False,0.00000,-6.48792,2.31764,2686.58350,35,'D',14.62500,True,33,'B',11.75000,True,785,'The',11.62500,False,32,'A',11.31250,True,1249,'To',10.43750,False,16141,'Answer',9.06250,False,34,'C',8.81250,True,8304,'Step',8.62500,False,67,'d',8.56250,False,40,'I',8.37500,False,151478,'⚗',-23.62500,False,137562,'صند',-20.50000,False,147926,'📐',-20.12500,False
2026-06-25T19:54:47.653813,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,62,104,LARGER_1,1,0,4,0,True,383329927,62,D,D,D,11.31250,11.75000,8.81250,14.62500,[62],1,0,421bc7f091efe2aa862d9eb6efd38c5cb5cc5b722595bbf1e5dc367121a769f6,,0.03324,0.05148,0.00273,0.91255,4,2,7,1,D,14.62500,1,B,11.75000,2.87500,0.36549,35,'D',14.62500,True,151478,'⚗',-23.62500,False,0.00000,-6.48792,2.31764,2686.58350,35,'D',14.62500,True,33,'B',11.75000,True,785,'The',11.62500,False,32,'A',11.31250,True,1249,'To',10.43750,False,16141,'Answer',9.06250,False,34,'C',8.81250,True,8304,'Step',8.62500,False,67,'d',8.56250,False,40,'I',8.37500,False,151478,'⚗',-23.62500,False,137562,'صند',-20.50000,False,147926,'📐',-20.12500,False
2026-06-25T19:54:47.708794,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,62,104,LARGER_1,1,0,5,0,True,383329927,62,D,D,D,11.31250,11.75000,8.81250,14.62500,[62],1,0,421bc7f091efe2aa862d9eb6efd38c5cb5cc5b722595bbf1e5dc367121a769f6,,0.03324,0.05148,0.00273,0.91255,4,2,7,1,D,14.62500,1,B,11.75000,2.87500,0.36549,35,'D',14.62500,True,151478,'⚗',-23.62500,False,0.00000,-6.48792,2.31764,2686.58350,35,'D',14.62500,True,33,'B',11.75000,True,785,'The',11.62500,False,32,'A',11.31250,True,1249,'To',10.43750,False,16141,'Answer',9.06250,False,34,'C',8.81250,True,8304,'Step',8.62500,False,67,'d',8.56250,False,40,'I',8.37500,False,151478,'⚗',-23.62500,False,137562,'صند',-20.50000,False,147926,'📐',-20.12500,False
2026-06-25T19:54:47.765498,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,62,104,LARGER_1,1,0,6,0,True,383329927,62,D,D,D,11.31250,11.75000,8.81250,14.62500,[62],1,0,421bc7f091efe2aa862d9eb6efd38c5cb5cc5b722595bbf1e5dc367121a769f6,,0.03324,0.05148,0.00273,0.91255,4,2,7,1,D,14.62500,1,B,11.75000,2.87500,0.36549,35,'D',14.62500,True,151478,'⚗',-23.62500,False,0.00000,-6.48792,2.31764,2686.58350,35,'D',14.62500,True,33,'B',11.75000,True,785,'The',11.62500,False,32,'A',11.31250,True,1249,'To',10.43750,False,16141,'Answer',9.06250,False,34,'C',8.81250,True,8304,'Step',8.62500,False,67,'d',8.56250,False,40,'I',8.37500,False,151478,'⚗',-23.62500,False,137562,'صند',-20.50000,False,147926,'📐',-20.12500,False
2026-06-25T19:54:47.821139,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,62,104,LARGER_1,1,0,7,0,True,383329927,62,D,D,D,11.31250,11.75000,8.81250,14.62500,[62],1,0,421bc7f091efe2aa862d9eb6efd38c5cb5cc5b722595bbf1e5dc367121a769f6,,0.03324,0.05148,0.00273,0.91255,4,2,7,1,D,14.62500,1,B,11.75000,2.87500,0.36549,35,'D',14.62500,True,151478,'⚗',-23.62500,False,0.00000,-6.48792,2.31764,2686.58350,35,'D',14.62500,True,33,'B',11.75000,True,785,'The',11.62500,False,32,'A',11.31250,True,1249,'To',10.43750,False,16141,'Answer',9.06250,False,34,'C',8.81250,True,8304,'Step',8.62500,False,67,'d',8.56250,False,40,'I',8.37500,False,151478,'⚗',-23.62500,False,137562,'صند',-20.50000,False,147926,'📐',-20.12500,False
2026-06-25T19:54:47.879459,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,62,104,LARGER_1,1,0,8,0,True,383329927,62,D,D,D,11.31250,11.75000,8.81250,14.62500,[62],1,0,421bc7f091efe2aa862d9eb6efd38c5cb5cc5b722595bbf1e5dc367121a769f6,,0.03324,0.05148,0.00273,0.91255,4,2,7,1,D,14.62500,1,B,11.75000,2.87500,0.36549,35,'D',14.62500,True,151478,'⚗',-23.62500,False,0.00000,-6.48792,2.31764,2686.58350,35,'D',14.62500,True,33,'B',11.75000,True,785,'The',11.62500,False,32,'A',11.31250,True,1249,'To',10.43750,False,16141,'Answer',9.06250,False,34,'C',8.81250,True,8304,'Step',8.62500,False,67,'d',8.56250,False,40,'I',8.37500,False,151478,'⚗',-23.62500,False,137562,'صند',-20.50000,False,147926,'📐',-20.12500,False
2026-06-25T19:54:47.936620,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,62,104,LARGER_1,1,0,9,0,True,383329927,62,D,D,D,11.31250,11.75000,8.81250,14.62500,[62],1,0,421bc7f091efe2aa862d9eb6efd38c5cb5cc5b722595bbf1e5dc367121a769f6,,0.03324,0.05148,0.00273,0.91255,4,2,7,1,D,14.62500,1,B,11.75000,2.87500,0.36549,35,'D',14.62500,True,151478,'⚗',-23.62500,False,0.00000,-6.48792,2.31764,2686.58350,35,'D',14.62500,True,33,'B',11.75000,True,785,'The',11.62500,False,32,'A',11.31250,True,1249,'To',10.43750,False,16141,'Answer',9.06250,False,34,'C',8.81250,True,8304,'Step',8.62500,False,67,'d',8.56250,False,40,'I',8.37500,False,151478,'⚗',-23.62500,False,137562,'صند',-20.50000,False,147926,'📐',-20.12500,False
