timestamp_utc,model_name,seed,quantization,dtype,GPU_NAME,batch_target_prompt_sz,batch_filler_token_length,batch_filler_tk_sz_mode,batch_size,question_index,run_index,target_index_in_batch,frozen_batch,batch_random_state,target_prompt_length,target_answer,processed_response,argmax_option_from_logits,logit_A,logit_B,logit_C,logit_D,logit_E,batch_lengths,unique_batch_lengths,repeated_prompts_in_batch,batch_hash,raw_vocab_logits_file,prob_A,prob_B,prob_C,prob_D,prob_E,rank_A,rank_B,rank_C,rank_D,rank_E,best_choice_from_logits,best_choice_logit,best_choice_rank,second_choice_from_logits,second_choice_logit,choice_margin_top1_top2,choice_entropy,global_max_token_id,global_max_token_repr,global_max_token_logit,global_max_token_is_choice,global_min_token_id,global_min_token_repr,global_min_token_logit,global_min_token_is_choice,gap_global_best_minus_best_choice,logits_mean,logits_std,logits_l2_norm,top1_token_id,top1_token_repr,top1_token_logit,top1_is_choice,top2_token_id,top2_token_repr,top2_token_logit,top2_is_choice,top3_token_id,top3_token_repr,top3_token_logit,top3_is_choice,top4_token_id,top4_token_repr,top4_token_logit,top4_is_choice,top5_token_id,top5_token_repr,top5_token_logit,top5_is_choice,top6_token_id,top6_token_repr,top6_token_logit,top6_is_choice,top7_token_id,top7_token_repr,top7_token_logit,top7_is_choice,top8_token_id,top8_token_repr,top8_token_logit,top8_is_choice,top9_token_id,top9_token_repr,top9_token_logit,top9_is_choice,top10_token_id,top10_token_repr,top10_token_logit,top10_is_choice,bottom1_token_id,bottom1_token_repr,bottom1_token_logit,bottom1_is_choice,bottom2_token_id,bottom2_token_repr,bottom2_token_logit,bottom2_is_choice,bottom3_token_id,bottom3_token_repr,bottom3_token_logit,bottom3_is_choice
2026-06-26T19:12:30.483327,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,65,67,LARGER_1,1,0,0,0,True,383329927,65,D,A,A,15.56250,10.56250,13.43750,15.12500,12.25000,[65],1,0,471db8f497789763bb692bd46872b75ff7e286c286051e77b18cdb349e526000,,0.55302,0.00373,0.06605,0.35706,0.02014,1,12,4,2,7,A,15.56250,1,D,15.12500,0.43750,0.97428,32,'A',15.56250,True,151478,'⚗',-23.25000,False,0.00000,-4.71068,2.43903,2068.56519,32,'A',15.56250,True,35,'D',15.12500,True,16141,'Answer',14.93750,False,34,'C',13.43750,True,785,'The',13.06250,False,20841,'Reply',12.31250,False,36,'E',12.25000,True,33092,'Correct',11.62500,False,1249,'To',11.43750,False,8304,'Step',11.00000,False,151478,'⚗',-23.25000,False,147926,'📐',-18.37500,False,81736,'Intialized',-18.12500,False
2026-06-26T19:12:30.551298,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,65,67,LARGER_1,1,0,1,0,True,383329927,65,D,A,A,15.56250,10.56250,13.43750,15.12500,12.25000,[65],1,0,471db8f497789763bb692bd46872b75ff7e286c286051e77b18cdb349e526000,,0.55302,0.00373,0.06605,0.35706,0.02014,1,12,4,2,7,A,15.56250,1,D,15.12500,0.43750,0.97428,32,'A',15.56250,True,151478,'⚗',-23.25000,False,0.00000,-4.71068,2.43903,2068.56519,32,'A',15.56250,True,35,'D',15.12500,True,16141,'Answer',14.93750,False,34,'C',13.43750,True,785,'The',13.06250,False,20841,'Reply',12.31250,False,36,'E',12.25000,True,33092,'Correct',11.62500,False,1249,'To',11.43750,False,8304,'Step',11.00000,False,151478,'⚗',-23.25000,False,147926,'📐',-18.37500,False,81736,'Intialized',-18.12500,False
2026-06-26T19:12:30.675687,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,65,67,LARGER_1,1,0,2,0,True,383329927,65,D,A,A,15.56250,10.56250,13.43750,15.12500,12.25000,[65],1,0,471db8f497789763bb692bd46872b75ff7e286c286051e77b18cdb349e526000,,0.55302,0.00373,0.06605,0.35706,0.02014,1,12,4,2,7,A,15.56250,1,D,15.12500,0.43750,0.97428,32,'A',15.56250,True,151478,'⚗',-23.25000,False,0.00000,-4.71068,2.43903,2068.56519,32,'A',15.56250,True,35,'D',15.12500,True,16141,'Answer',14.93750,False,34,'C',13.43750,True,785,'The',13.06250,False,20841,'Reply',12.31250,False,36,'E',12.25000,True,33092,'Correct',11.62500,False,1249,'To',11.43750,False,8304,'Step',11.00000,False,151478,'⚗',-23.25000,False,147926,'📐',-18.37500,False,81736,'Intialized',-18.12500,False
2026-06-26T19:12:30.729396,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,65,67,LARGER_1,1,0,3,0,True,383329927,65,D,A,A,15.56250,10.56250,13.43750,15.12500,12.25000,[65],1,0,471db8f497789763bb692bd46872b75ff7e286c286051e77b18cdb349e526000,,0.55302,0.00373,0.06605,0.35706,0.02014,1,12,4,2,7,A,15.56250,1,D,15.12500,0.43750,0.97428,32,'A',15.56250,True,151478,'⚗',-23.25000,False,0.00000,-4.71068,2.43903,2068.56519,32,'A',15.56250,True,35,'D',15.12500,True,16141,'Answer',14.93750,False,34,'C',13.43750,True,785,'The',13.06250,False,20841,'Reply',12.31250,False,36,'E',12.25000,True,33092,'Correct',11.62500,False,1249,'To',11.43750,False,8304,'Step',11.00000,False,151478,'⚗',-23.25000,False,147926,'📐',-18.37500,False,81736,'Intialized',-18.12500,False
2026-06-26T19:12:30.829252,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,65,67,LARGER_1,1,0,4,0,True,383329927,65,D,A,A,15.56250,10.56250,13.43750,15.12500,12.25000,[65],1,0,471db8f497789763bb692bd46872b75ff7e286c286051e77b18cdb349e526000,,0.55302,0.00373,0.06605,0.35706,0.02014,1,12,4,2,7,A,15.56250,1,D,15.12500,0.43750,0.97428,32,'A',15.56250,True,151478,'⚗',-23.25000,False,0.00000,-4.71068,2.43903,2068.56519,32,'A',15.56250,True,35,'D',15.12500,True,16141,'Answer',14.93750,False,34,'C',13.43750,True,785,'The',13.06250,False,20841,'Reply',12.31250,False,36,'E',12.25000,True,33092,'Correct',11.62500,False,1249,'To',11.43750,False,8304,'Step',11.00000,False,151478,'⚗',-23.25000,False,147926,'📐',-18.37500,False,81736,'Intialized',-18.12500,False
2026-06-26T19:12:30.881155,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,65,67,LARGER_1,1,0,5,0,True,383329927,65,D,A,A,15.56250,10.56250,13.43750,15.12500,12.25000,[65],1,0,471db8f497789763bb692bd46872b75ff7e286c286051e77b18cdb349e526000,,0.55302,0.00373,0.06605,0.35706,0.02014,1,12,4,2,7,A,15.56250,1,D,15.12500,0.43750,0.97428,32,'A',15.56250,True,151478,'⚗',-23.25000,False,0.00000,-4.71068,2.43903,2068.56519,32,'A',15.56250,True,35,'D',15.12500,True,16141,'Answer',14.93750,False,34,'C',13.43750,True,785,'The',13.06250,False,20841,'Reply',12.31250,False,36,'E',12.25000,True,33092,'Correct',11.62500,False,1249,'To',11.43750,False,8304,'Step',11.00000,False,151478,'⚗',-23.25000,False,147926,'📐',-18.37500,False,81736,'Intialized',-18.12500,False
2026-06-26T19:12:30.933149,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,65,67,LARGER_1,1,0,6,0,True,383329927,65,D,A,A,15.56250,10.56250,13.43750,15.12500,12.25000,[65],1,0,471db8f497789763bb692bd46872b75ff7e286c286051e77b18cdb349e526000,,0.55302,0.00373,0.06605,0.35706,0.02014,1,12,4,2,7,A,15.56250,1,D,15.12500,0.43750,0.97428,32,'A',15.56250,True,151478,'⚗',-23.25000,False,0.00000,-4.71068,2.43903,2068.56519,32,'A',15.56250,True,35,'D',15.12500,True,16141,'Answer',14.93750,False,34,'C',13.43750,True,785,'The',13.06250,False,20841,'Reply',12.31250,False,36,'E',12.25000,True,33092,'Correct',11.62500,False,1249,'To',11.43750,False,8304,'Step',11.00000,False,151478,'⚗',-23.25000,False,147926,'📐',-18.37500,False,81736,'Intialized',-18.12500,False
2026-06-26T19:12:30.984944,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,65,67,LARGER_1,1,0,7,0,True,383329927,65,D,A,A,15.56250,10.56250,13.43750,15.12500,12.25000,[65],1,0,471db8f497789763bb692bd46872b75ff7e286c286051e77b18cdb349e526000,,0.55302,0.00373,0.06605,0.35706,0.02014,1,12,4,2,7,A,15.56250,1,D,15.12500,0.43750,0.97428,32,'A',15.56250,True,151478,'⚗',-23.25000,False,0.00000,-4.71068,2.43903,2068.56519,32,'A',15.56250,True,35,'D',15.12500,True,16141,'Answer',14.93750,False,34,'C',13.43750,True,785,'The',13.06250,False,20841,'Reply',12.31250,False,36,'E',12.25000,True,33092,'Correct',11.62500,False,1249,'To',11.43750,False,8304,'Step',11.00000,False,151478,'⚗',-23.25000,False,147926,'📐',-18.37500,False,81736,'Intialized',-18.12500,False
2026-06-26T19:12:31.037033,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,65,67,LARGER_1,1,0,8,0,True,383329927,65,D,A,A,15.56250,10.56250,13.43750,15.12500,12.25000,[65],1,0,471db8f497789763bb692bd46872b75ff7e286c286051e77b18cdb349e526000,,0.55302,0.00373,0.06605,0.35706,0.02014,1,12,4,2,7,A,15.56250,1,D,15.12500,0.43750,0.97428,32,'A',15.56250,True,151478,'⚗',-23.25000,False,0.00000,-4.71068,2.43903,2068.56519,32,'A',15.56250,True,35,'D',15.12500,True,16141,'Answer',14.93750,False,34,'C',13.43750,True,785,'The',13.06250,False,20841,'Reply',12.31250,False,36,'E',12.25000,True,33092,'Correct',11.62500,False,1249,'To',11.43750,False,8304,'Step',11.00000,False,151478,'⚗',-23.25000,False,147926,'📐',-18.37500,False,81736,'Intialized',-18.12500,False
2026-06-26T19:12:31.091565,Qwen2.5-7B,42,bf16,bf16,NVIDIA H100 NVL MIG 3g.47gb,65,67,LARGER_1,1,0,9,0,True,383329927,65,D,A,A,15.56250,10.56250,13.43750,15.12500,12.25000,[65],1,0,471db8f497789763bb692bd46872b75ff7e286c286051e77b18cdb349e526000,,0.55302,0.00373,0.06605,0.35706,0.02014,1,12,4,2,7,A,15.56250,1,D,15.12500,0.43750,0.97428,32,'A',15.56250,True,151478,'⚗',-23.25000,False,0.00000,-4.71068,2.43903,2068.56519,32,'A',15.56250,True,35,'D',15.12500,True,16141,'Answer',14.93750,False,34,'C',13.43750,True,785,'The',13.06250,False,20841,'Reply',12.31250,False,36,'E',12.25000,True,33092,'Correct',11.62500,False,1249,'To',11.43750,False,8304,'Step',11.00000,False,151478,'⚗',-23.25000,False,147926,'📐',-18.37500,False,81736,'Intialized',-18.12500,False
